address,function,length,setpoint,gain,reset rate,deadband,cycle time,rate,system mode,control scheme,pump,solenoid,pressure measurement,crc rate,command response,time,binary result,categorized result,specific result
4,16,90,6.1,114,0.387,0.2,0.9,0,1,1,0,0,?,13379,1,1418711872,0,0,0
4,16,90,8.78,111,0.2624,0.59,0.9,0,0,1,0,1,?,13107,1,1418730851,0,0,0
4,16,90,9.59,116,0.3496,0.28,1.1,0,1,1,0,0,?,14133,1,1418752985,0,0,0
4,16,90,18.1,115,0.2488,0.5,1.26,0,2,1,0,0,?,17712,1,1418881194,0,0,0
4,16,90,9.32,119,0.3356,0.65,0.9,0,2,1,0,0,?,17986,1,1418701010,0,0,0
4,16,90,1.85,115,0.3043,0.72,1.03,0,0,0,0,1,?,13623,1,1418767215,0,0,0
4,16,90,14.7,113,0.2025,0.24,1.26,0,0,0,1,1,?,13618,1,1418918864,0,0,0
4,16,90,0.49,112,0.2729,0.39,0.9,0,0,1,0,1,?,16697,1,1418696948,0,0,0
4,16,90,2.54,110,0.2688,0.33,1.26,0,0,1,0,1,?,12340,1,1418893148,0,0,0
4,16,90,4.25,117,0.2168,0.66,0.87,0,0,1,1,0,?,36348,1,1418955267,1,6,18
4,16,90,16.8,115,0.204,0.41,0.87,0,0,0,1,1,?,17201,1,1418934613,0,0,0
4,16,90,10.9,116,0.2832,0.2,1.27,0,0,0,1,1,?,16965,1,1418839103,0,0,0
4,16,90,5.81,110,0.2817,0.54,1.38,0,0,1,0,1,?,14390,1,1418776337,0,0,0
4,16,90,3.77,111,0.3982,0.32,1.26,0,0,1,0,0,?,13380,1,1418921970,0,0,0
4,16,90,5.44,119,0.3315,0.66,1.26,0,0,0,0,0,?,17474,1,1418862401,0,0,0
4,16,90,9.18,113,0.2881,0.79,0.9,0,2,1,1,1,?,17989,1,1418740034,1,3,13
4,16,90,4.88,111,0.3757,0.49,1.26,0,0,1,0,0,?,12345,1,1418921800,0,0,0
4,16,90,12.7,118,0.2594,0.61,0.92,0,0,1,1,1,?,17729,1,1418790237,0,0,0
4,16,90,3.11,110,0.2486,0.61,0.58,0,1,1,1,0,?,12358,1,1418923403,0,0,0
4,16,90,4.79,114,0.2304,0.44,1.42,0,0,0,0,0,?,14649,1,1418820637,0,0,0
4,16,90,11.2,113,0.203,0.26,0.87,0,2,1,0,0,?,14404,1,1418951686,1,3,13
4,16,90,1.3,110,0.3862,0.56,0.9,0,0,1,0,0,?,14660,1,1418689842,0,0,0
4,16,90,18.7,113,0.3507,0.56,1.26,0,2,1,0,0,?,12866,1,1418863360,0,0,0
4,16,90,9.75,119,0.3314,0.59,1.26,0,2,1,0,0,?,16690,1,1418896341,0,0,0
4,16,90,5.25,112,0.3651,0.79,0.87,0,0,0,1,1,?,13361,1,1418946213,0,0,0
4,16,90,19.3,119,0.2032,0.58,1.26,0.252713,0,1,0,1,?,12612,1,1418892294,1,4,7
4,16,90,10,110,0.289,0.59,0.9,0,0,0,1,1,?,13379,1,1418709338,0,0,0
4,16,90,1.39,118,0.3462,0.65,0.87,0,0,0,1,0,?,17203,1,1418928569,0,0,0
4,16,90,6.62,110,0.2046,0.32,0.9,0,0,1,1,1,?,13894,1,1418702143,0,0,0
4,16,90,3.04,113,0.2861,0.61,1.26,0,0,0,0,1,?,14647,1,1418846214,0,0,0
4,16,90,3.45,115,0.2421,0.34,0.9,0,0,1,0,1,?,14149,1,1418733508,0,0,0
4,16,90,7.73,113,0.3385,0.79,0.87,0,2,1,0,0,?,14658,1,1418932133,0,0,0
4,16,90,6.59,117,0.2201,0.67,1.26,0,0,1,0,1,?,13368,1,1418898391,0,0,0
4,16,90,5.03,116,0.3108,0.56,1.26,0,0,0,0,1,?,17714,1,1418920765,0,0,0
4,16,90,3.89,118,0.70423,0.79,0.87,0,2,1,1,1,?,17463,1,1418930794,1,4,6
4,16,90,4.25,117,0.2168,0.66,0.87,0,0,1,0,0,?,13616,1,1418955177,0,0,0
4,16,90,18,114,0.2093,0.54,0.91,0,0,0,0,1,?,14389,1,1418757074,0,0,0
4,16,90,0.51,119,0.2435,0.37,0.9,0,0,1,1,1,?,14148,1,1418741733,0,0,0
4,16,90,1.34,110,0.2405,0.33,1.26,0,0,1,0,0,?,16951,1,1418915007,0,0,0
4,16,90,2.59,110,0.2887,0.6,0.9,0,2,1,0,1,?,14384,1,1418734707,0,0,0
4,16,90,0.57,111,0.2084,0.998249,1.26,0,0,0,1,0,?,13889,1,1418861393,1,4,9
4,16,90,1.11,115,0.3638,0.36,0.87,0,2,1,0,0,?,17476,1,1418947125,0,0,0
4,16,90,13.2,113,0.2476,0.36,0.86,0,0,1,0,0,?,13377,1,1418802616,0,0,0
4,16,90,4.84,118,0.3892,0.4,0.69,0,0,0,1,0,?,13113,1,1418760084,0,0,0
4,16,90,9.26,117,0.3782,0.21,0.9,0,0,0,0,0,?,14148,1,1418707912,0,0,0
4,16,90,2.59,115,0.2887,0.6,0.9,0.746371,2,1,0,1,?,17203,1,1418734640,1,4,8
4,16,90,18.3,116,0.2278,0.3,0.9,0,0,0,0,1,?,17713,1,1418719720,0,0,0
4,16,90,15.6,113,0.2785,0.29,1.26,0,0,0,1,0,?,14129,1,1418868260,1,3,13
4,16,90,6.4,113,0.596491,0.51,1.26,0,0,0,0,0,?,12340,1,1418878238,1,4,6
4,16,90,12.6,115,0.349,0.53,1.26,0,2,1,0,1,?,17968,1,1418884973,0,0,0
4,16,90,3.76,117,0.3306,0.37,1.26,0,2,1,0,0,?,16705,1,1418853896,0,0,0
4,16,90,8.97,115,0.3453,0.75,0.87,0,2,1,0,1,?,13382,1,1418936783,0,0,0
4,16,90,7.73,113,0.3385,0.79,0.87,0,2,1,0,0,?,14658,1,1418931908,0,0,0
4,16,90,8.97,115,0.3453,0.68,0.87,0,1,1,0,1,?,17459,1,1418936984,0,0,0
4,16,90,5.59,118,0.3607,0.4,1.26,0,0,0,0,0,?,13889,1,1418879415,0,0,0
4,16,90,17.3,110,0.2616,0.39,0.94,0,0,0,0,0,?,16706,1,1418836516,0,0,0
4,16,90,12.5,119,0.2674,0.62,0.89,0,0,0,0,0,?,14387,1,1418925821,0,0,0
4,16,90,1.27,118,0.334,0.59,1.26,0,0,1,0,0,?,12598,1,1418895363,0,0,0
4,16,90,11.4,116,0.3836,0.26,0.74,0,0,1,1,1,?,13125,1,1418772313,0,0,0
4,16,90,4.68,110,0.2857,0.33,0.9,0,2,1,0,0,?,17200,1,1418706124,0,0,0
4,16,90,2.55,111,0.2824,0.6,0.87,0,1,1,0,1,?,13109,1,1418803841,0,0,0
4,16,90,5.11,110,0.3426,0.32,1.15,0,2,1,0,0,?,13110,1,1418792596,0,0,0
4,16,90,8.23,114,0.2686,0.27,0.9,0,0,1,0,0,?,12854,1,1418728998,1,3,15
4,16,90,1.35,114,0.3258,0.79,1.22,0,0,0,1,0,?,16694,1,1418829469,0,0,0
4,16,90,14.7,113,0.2025,0.56,1.26,0,0,0,1,0,?,14388,1,1418918974,0,0,0
4,16,90,8.78,66,0.2624,0.3,0.9,0,0,1,0,1,?,12612,1,1418730882,1,4,4
4,16,90,14.3,111,0.2808,0.27,1.21,0,0,1,0,1,?,12340,1,1418770414,0,0,0
4,16,90,14.3,117,0.3176,0.34,1.26,0,0,1,1,0,?,17209,1,1418909642,0,0,0
4,16,90,7.48,112,0.3496,0.62,1.1,0,2,1,0,0,?,12612,1,1418752833,0,0,0
4,16,90,10.5,114,0.2686,0.27,0.9,0,2,1,0,0,?,17201,1,1418729182,0,0,0
4,16,90,10.6,119,0.3308,0.67,1.36,0,0,1,0,1,?,13126,1,1418781910,0,0,0
4,16,90,12.2,110,0.2501,0.55,1.26,0,0,1,0,1,?,17209,1,1418856564,0,0,0
4,16,90,13.9,113,0.3307,0.71,0.9,0,2,1,0,0,?,17970,1,1418799134,0,0,0
4,16,90,8.97,115,0.3453,0.75,0.87,0,1,1,0,1,?,13616,1,1418936766,0,0,0
4,16,90,16.1,111,0.3463,0.3,0.87,0,0,0,1,1,?,17220,1,1418935296,0,0,0
4,16,90,12.1,111,0.2577,0.24,1.26,0,1,1,0,1,?,17222,1,1418886155,0,0,0
4,16,90,9.31,115,0.2772,0.33,0.9,0,2,1,1,0,?,13381,1,1418692059,1,3,15
4,16,90,18.1,119,0.2911,0.5,1.26,0,0,0,0,0,?,17712,1,1418881973,0,0,0
4,16,90,17.2,67,0.3832,0.7,0.9,0,0,0,1,1,?,12868,1,1418716251,1,4,3
4,16,90,1.29,113,0.3467,0.5,1.13,0,0,0,1,0,?,17971,1,1418756664,0,0,0
4,16,90,8.23,111,0.3744,0.49,0.9,0,0,1,0,1,?,14128,1,1418727608,0,0,0
4,16,90,15.8,118,0.3092,0.58,0.8,0.826875,0,0,1,0,?,12856,1,1418765620,1,4,8
4,16,90,12.1,119,0.3087,0.37,1.44,0,0,1,1,0,?,14146,1,1418796516,0,0,0
4,16,90,9.75,113,0.376793,0.59,1.26,0,2,1,0,1,?,14645,1,1418896536,1,4,5
4,16,90,7.91,115,0.279,0.5,1.26,0,2,1,1,0,?,13880,1,1418851506,1,3,17
4,16,90,7.61,117,0.3408,0.64,0.9,0,0,1,1,1,?,12336,1,1418703224,0,0,0
4,16,90,18.1,110,0.2874,0.22,1.26,0,2,1,0,0,?,13894,1,1418880715,0,0,0
4,16,90,17.1,116,0.3575,0.4,0.9,0,2,0,1,0,?,14649,1,1418736446,1,3,17
4,16,90,6.09,110,0.3318,0.33,0.9,0,2,1,0,0,?,14661,1,1418706498,0,0,0
4,16,90,11,115,0.3394,0.46,0.93,0,0,0,1,1,?,13380,1,1418773238,0,0,0
4,16,90,9.43,110,0.2193,0.39,1.26,0,0,0,0,0,?,17475,1,1418893826,0,0,0
4,16,90,18.7,119,0.3018,0.78,1.26,0,0,0,0,0,?,13360,1,1418876208,0,0,0
4,16,90,6.94,112,0.3017,0.65,1.26,0,0,0,1,1,?,17713,1,1418899672,0,0,0
4,16,90,1.34,110,0.3032,0.42,1.26,0,0,1,0,0,?,14134,1,1418915251,0,0,0
4,16,90,13,117,0.2162,0.24,1.26,0,1,1,0,1,?,13633,1,1418874857,0,0,0
4,16,90,17.7,118,0.3146,0.37,1.44,0,1,0,1,0,?,17460,1,1418796404,1,3,16
4,16,90,12.2,110,0.2501,0.74,1.26,0,0,0,0,1,?,12613,1,1418856910,0,0,0
4,16,90,2.82,111,0.349,0.24,1.26,0,2,1,0,1,?,17718,1,1418885542,0,0,0
4,16,90,8.56,113,0.3406,0.41,1.26,0,2,1,0,0,?,14401,1,1418890351,0,0,0
4,16,90,4.4,110,0.258901,0.52,1.27,0,0,0,0,0,?,12340,1,1418838161,1,4,6
4,16,90,0.49,112,0.893848,0.39,0.9,0,0,1,0,1,?,12337,1,1418697002,1,4,5
4,16,90,10.4,114,0.3505,0.25,1.31,0,0,1,1,1,?,14643,1,1418685002,0,0,0
4,16,90,16.8,110,0.2535,0.63,0.87,0,0,1,1,1,?,14136,1,1418933912,0,0,0
4,16,90,1.27,118,0.334,0.59,1.26,0,2,1,0,0,?,12596,1,1418895493,0,0,0
4,16,90,15.8,115,0.3591,0.46,0.97,0,0,1,1,1,?,14128,1,1418764042,0,0,0
4,16,90,2.54,113,0.2509,0.49,0.76,0,2,1,0,0,?,12353,1,1418758104,0,0,0
4,16,90,12.7,110,0.3891,0.52,1.27,0,0,0,0,0,?,12850,1,1418838110,0,0,0
4,16,90,19.4,118,0.2602,0.76,0.87,0,0,0,1,0,?,21447,1,1418941263,1,6,18
4,16,90,4.93,113,0.2823,0.5,0.9,0,0,0,1,1,?,14145,1,1418721217,0,0,0
4,16,90,11.5,66,0.3244,0.52,1.25,0,0,0,1,0,?,13893,1,1418778676,1,4,4
4,16,90,0.19,118,0.2599,0.7,1.26,0,0,1,1,1,?,17200,1,1418871451,0,0,0
4,16,90,17.1,119,0.273,0.24,1.26,0,0,0,0,0,?,17465,1,1418876077,0,0,0
4,16,90,10.4,114,0.3505,0.25,1.31,0,0,1,0,1,?,14644,1,1418684842,0,0,0
4,16,90,18.2,118,0.2685,0.28,0,0,0,1,0,1,?,17478,1,1418828869,1,4,12
4,16,90,9.79,117,0.3015,0.45,0.65,0,2,0,0,1,?,17719,1,1418793766,1,3,15
4,16,90,9.6,112,0.294,0.61,1.15,0,0,0,1,1,?,14403,1,1418792169,0,0,0
4,16,90,12.7,111,0.2507,0.75,0.87,0,2,1,0,1,?,13637,1,1418936090,0,0,0
4,16,90,1.57,113,0.2362,0.61,0.88,0,0,0,1,0,?,14403,1,1418757410,0,0,0
4,16,90,14.4,111,0.314,0.31,0.9,0,0,1,1,1,?,13368,1,1418742318,0,0,0
4,16,90,16.6,112,0.3506,0.59,1.26,0,0,1,0,1,?,13110,1,1418888223,0,0,0
4,16,90,17.9,115,0.2065,0.74,0.89,0,0,0,1,1,?,13363,1,1418786848,0,0,0
4,16,90,3.75,117,0.3484,0.23,0.9,0,1,1,0,0,?,12592,1,1418718315,0,0,0
4,16,90,19.7,117,0.3871,0.47,0.55,0,0,1,0,1,?,14384,1,1418832207,0,0,0
4,16,90,4.98,119,0.3575,0.4,0.9,0,0,0,0,1,?,14646,1,1418735868,0,0,0
4,16,90,14.9,112,0.38,0.73,0.66,0,0,0,1,1,?,12857,1,1418779971,0,0,0
4,16,90,0.12,110,0.3521,0.23,0.59,0,1,1,0,0,?,13113,1,1418835214,0,0,0
4,16,90,19.3,118,0.2861,0.45,1.26,0,0,1,0,0,?,17713,1,1418844142,0,0,0
4,16,90,9.89,117,0.3714,0.51,0.9,0,0,0,0,1,?,13633,1,1418704086,0,0,0
4,16,90,8.68,116,0.2782,0.65,0.93,0,1,1,1,0,?,17971,1,1418765975,1,3,16
4,16,90,9.87,119,0.3026,0.43,1.26,0,2,1,0,1,?,13363,1,1418891332,0,0,0
4,16,90,17.4,112,0.2785,0.45,0,0,2,1,0,0,?,13124,1,1418869581,1,4,12
4,16,90,0.26,119,0.2039,0.58,0.66,0,0,1,1,0,?,13873,1,1418828292,0,0,0
4,16,90,15.8,118,0.2592,0.48,0.9,0,0,0,1,0,?,16707,1,1418690669,0,0,0
4,16,90,11.1,111,0.3049,0.27,1.26,0,1,1,0,1,?,14641,1,1418922505,0,0,0
4,16,90,4.24,110,0.3807,0.32,0.73,0,1,1,0,0,?,13637,1,1418769595,0,0,0
4,16,90,9.43,110,0.2688,0.39,1.26,0,0,1,0,1,?,16696,1,1418893568,0,0,0
4,16,90,1.15,111,0.2556,0.59,0.67,0,2,1,0,0,?,17221,1,1418763041,0,0,0
4,16,90,8.5,111,0.2522,0.39,0,0,2,1,0,1,?,12340,1,1418774412,1,4,12
4,16,90,6.18,110,0.2037,0.35,1.46,0,1,1,0,1,?,16690,1,1418790961,0,0,0
4,16,90,18.1,110,0.2874,0.6,1.26,0,2,1,0,0,?,14136,1,1418880840,0,0,0
4,16,90,10.4,114,0.3045,0.25,1.31,0,0,1,0,1,?,14392,1,1418684296,0,0,0
4,16,90,9.17,110,0.2437,0.43,0.74,0,2,1,0,1,?,13889,1,1418800756,0,0,0
4,16,90,1.27,118,0.334,0.59,1.26,0,2,1,0,0,?,12596,1,1418895450,0,0,0
4,16,90,9.21,111,0.3304,0.37,0.59,0,2,1,0,0,?,14401,1,1418834902,0,0,0
4,16,90,13,116,0.2162,0.24,1.26,0,1,1,0,1,?,13634,1,1418875192,1,3,13
4,16,90,12.2,110,0.2501,0.4,1.26,0,0,0,0,1,?,12354,1,1418856727,0,0,0
4,16,90,3.08,116,0.3974,0.37,0.67,0,0,1,0,0,?,13617,1,1418797734,0,0,0
4,16,90,11.4,115,0.3862,0.34,0.9,0,0,1,1,0,?,13636,1,1418690046,0,0,0
4,16,90,12.4,67,0.3308,0.76,1.26,0,0,1,1,0,?,17973,1,1418883138,1,4,3
4,16,90,12.2,110,0.2501,0.0429519,1.26,0,0,1,0,1,?,17988,1,1418856300,1,4,10
4,16,90,18.1,115,0.2488,0.840408,1.26,0,2,1,0,1,?,13875,1,1418881341,1,4,9
4,16,90,15.6,113,0.2453,0.29,1.26,0,0,0,0,0,?,14405,1,1418868204,1,3,13
4,16,90,11.6,115,0.3319,0.39,0.9,0,0,1,1,0,?,17207,1,1418738648,0,0,0
4,16,90,12.8,110,0.3527,0.7,0.9,0,2,1,0,0,?,13363,1,1418716769,0,0,0
4,16,90,7.91,115,0.279,0.5,1.26,0,2,1,1,0,?,13880,1,1418851513,1,3,17
