command_address,response_address,command_memory,response_memory,command_memory_count,response_memory_count,comm_read_function,resp_read_fun,resp_write_fun,sub_function,resp_length,setpoint,control_mode,control_scheme,pump,solenoid,measurement,time,result
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-1.67e+37,1.184026,1
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.62069,1.230167,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.134023,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.896552,1.0035100000000001,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.3125,1.047877,2
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.063169,4
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.290193,4
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.001982,7
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.131464,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.4375,1.049403,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,8.988505,1.0998809999999999,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.5,1.272875,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.597701,1.136926,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.816092,1.1636520000000001,0
4,4,183,233,9,18,16,3,10,0,19,20,0,1,0,0,0.252874,1.284709,6
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.75,1.054484,2
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.008807,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.22988499999999998,1.2889700000000002,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.21839099999999997,1.295442,0
213,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.62069,1.109361,6
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.6091949999999999,1.28746,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.0071510000000001,7
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.7471260000000001,1.032211,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.1875,1.057554,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.7241380000000001,1.04631,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,14.517241,1.080934,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,14.574713000000001,1.282615,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.21839099999999997,1.2132969999999998,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.666667,1.059136,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.827586,1.001196,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.000181,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.21839099999999997,1.200806,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.009412,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.074442,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.08046,1.187047,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.413793,1.158878,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.275862,1.223762,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.228866,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.701149,1.169289,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.271219,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.287356,1.1487370000000001,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.079408,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.125,1.013399,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.241379,1.184372,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.0035049999999999,7
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.007139,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.022989,1.2281739999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.7241380000000001,1.208915,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.0625,1.178164,2
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.21839099999999997,1.076443,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.0667229999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.208229,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.00254,7
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.3125,1.035993,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-855638016.0,1.202185,1
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.057471,1.028046,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.1875,1.188575,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.625,1.051772,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.08046,1.10709,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.137786,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.3125,1.056906,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.275862,1.246629,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.22988499999999998,1.047656,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.273297,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.8045979999999999,1.053311,0
137,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.089852,6
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.068966,1.0351540000000001,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,1.988506,1.059496,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,19.574713,1.015725,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.3125,1.07018,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.125,1.0127059999999999,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.8620690000000001,1.166769,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.195402,1.1915360000000002,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.068966,1.263735,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.264368,1.148233,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.597701,1.102275,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,23.954023,1.215333,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.264368,1.141944,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.252874,1.130825,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.125,1.069104,2
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.21839099999999997,1.281177,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.011493999999999999,1.174326,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.292649,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.0,1.102645,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.0,1.182631,2
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,-2.000671,1.006075,7
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.000413,7
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.8125,1.148152,2
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.27716,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.252874,1.204811,6
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.448276,1.247019,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.291942,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.62069,1.272508,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.8390799999999999,1.2099959999999998,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.5862069999999999,1.2439049999999998,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.249107,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.126437,1.290733,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.21839099999999997,1.206353,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.375,1.14365,2
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.004159,7
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,1.643678,1.0709389999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.471264,1.254761,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.0024870000000001,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.448276,1.0614780000000001,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,26.988506,1.127781,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-6.49e+34,1.0792620000000002,1
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.252874,1.070376,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.252874,1.188787,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.42528699999999997,1.15917,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.172453,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.25,1.206023,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.42528699999999997,1.154862,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.183908,1.283417,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.758621,1.184035,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,1.103448,1.239698,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-13500416.0,1.167317,1
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.25,1.00138,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,14.310345000000002,1.2309290000000002,0
6,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.643678,1.275455,6
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.6091949999999999,1.2772629999999998,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.0625,1.125808,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.287356,1.005593,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.0983370000000001,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.22988499999999998,1.279945,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.574713,1.290278,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.0,1.234448,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,4.482759,1.062576,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.494253,1.057015,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.025758,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.226723,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.597701,1.047305,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.000371,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.264368,1.030026,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.643678,1.06243,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,2.011494,1.002041,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,15.298851,1.008561,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.20689699999999997,1.05234,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.252874,1.132016,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.08046,1.097542,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.0352620000000001,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.287356,1.0816430000000001,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.22988499999999998,1.104276,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,23.770115,1.288558,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.0439690000000001,4
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.210007,4
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.033324,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.75,1.105597,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.252874,1.104107,0
4,4,183,233,9,18,3,3,10,0,19,20,1,0,0,0,0.241379,1.277199,3
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.272584,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.08046,1.049733,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.413793,1.213425,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.099094,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,19.701151,1.17972,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.643678,1.224422,0
3,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.1490790000000002,6
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.448276,1.284469,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.21839099999999997,1.200918,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.252874,1.0609,0
4,4,183,233,9,18,3,3,10,0,19,90,2,1,0,0,1.252874,1.000385,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-1.59e+28,1.285424,1
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.471264,1.046691,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.448276,1.1280709999999998,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.004424,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.08046,1.23536,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.1898790000000001,4
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.75,1.0202719999999998,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.7241380000000001,1.294927,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.22988499999999998,1.0875219999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,5.942529,1.0564440000000002,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.275862,1.2836020000000001,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.264368,1.277551,4
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.597701,1.2434370000000001,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,1.563218,1.1266969999999998,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.068966,1.152475,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.264368,1.244578,4
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.666667,1.1177620000000001,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.62069,1.260368,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.0,1.293849,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.4375,1.0044540000000002,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.885057,1.168487,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.0,1.111593,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.068966,1.19755,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.275862,1.208799,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.264368,1.0703559999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,1,15.850575,1.290494,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.0,1.0147959999999998,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,2.6781610000000002,1.094376,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.29885100000000003,1.217077,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.001639,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-13700000000000.0,1.249642,1
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.597701,1.133828,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.219075,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.280535,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.128526,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,7.770115,1.069431,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.16092,1.169182,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.42528699999999997,1.22763,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.75,1.236514,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.241379,1.224424,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.230436,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.22988499999999998,1.2312670000000001,0
4,4,183,233,9,18,3,3,10,0,19,80,0,1,0,0,0.183908,1.1809530000000001,4
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.885057,1.26106,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.471264,1.225945,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.43678199999999995,1.154327,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,1.4482760000000001,1.2356610000000001,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,5.873563,1.192443,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.072239,4
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,6.0,1.183152,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,3.057471,1.213971,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.4375,1.262204,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,1,14.24138,1.0465659999999999,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.125,1.100377,2
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.001411,7
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,10.5625,1.0625930000000001,2
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,24.747126,1.147317,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.689655,1.15706,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.264368,1.091753,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.149799,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.0372059999999999,4
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.850575,1.153094,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.0,1.241838,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-6.14e+25,1.243643,1
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.275862,1.1769479999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.275862,1.2151040000000002,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.264368,1.2495969999999998,4
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.632184,1.106586,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,3.1034479999999998,1.262669,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,11.25,1.242193,2
4,4,183,233,9,18,3,3,10,0,19,80,0,1,0,0,0.183908,1.036001,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.022989,1.1058370000000002,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.701149,1.0071430000000001,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.666667,1.163707,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.057471,1.20275,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.252874,1.027867,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.0,1.1262379999999999,2
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.8125,1.241644,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.114943,1.090164,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.701149,1.29985,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.149425,1.252723,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,13.344828,1.223141,0
4,0,183,0,9,0,3,3,0,0,123,20,0,1,0,0,0.0,1.0044950000000001,7
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.471264,1.035524,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.448276,1.132147,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.0,1.273217,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.275862,1.288499,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.264368,1.100642,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.875,1.261225,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.21839099999999997,1.071075,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.1875,1.277774,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.264368,1.0634270000000001,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,9.1875,1.1427379999999998,2
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.264368,1.113053,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,1.264368,1.104201,0
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.29885100000000003,1.260449,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.08046,1.1259649999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.6091949999999999,1.004,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.241379,1.261682,0
2,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.6091949999999999,1.264677,6
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,26.160919,1.08909,0
4,4,183,233,9,18,3,1,10,0,19,20,2,1,0,0,8.125,1.164457,2
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.16092,1.1333950000000002,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,1,15.770114999999999,1.018486,0
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,0.011493999999999999,1.270742,0
4,4,183,233,9,18,3,1,10,0,19,20,0,1,0,0,0.20689699999999997,1.2211239999999999,0
4,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.735632,1.204027,0
50,4,183,233,9,18,3,3,10,0,19,20,2,1,0,0,0.6091949999999999,1.2280659999999999,6
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.287356,1.148823,4
4,4,183,233,9,18,3,3,10,1,19,20,2,1,0,0,0.8045979999999999,1.0236239999999999,5
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.275862,1.062949,4
4,4,183,233,9,18,3,3,10,0,19,20,0,1,0,0,-9.77e+26,1.097229,1
4,4,183,233,9,18,3,3,10,0,19,70,0,1,0,0,0.264368,1.270159,4
4,4,183,233,9,18,3,3,10,0,19,20,2,1,1,0,14.218391,1.234233,0
